Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
2,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
3,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
4,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.92,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
5,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.90,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
6,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1091,0,-0.88,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
7,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1135,0,-0.86,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
8,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1179,0,-0.84,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
9,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1223,0,-0.82,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
10,15:59:08,0.07,-0.02,-0.06,0.33,0.00,1267,0,-0.80,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
11,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1311,0,-0.78,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
12,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1355,0,-0.76,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
13,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1399,0,-0.74,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
14,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1443,0,-0.72,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
15,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1487,0,-0.70,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
16,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1531,0,-0.68,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
17,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1575,0,-0.66,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
18,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1620,0,-0.64,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
19,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1665,0,-0.62,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
20,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1712,0,-0.60,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
21,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1760,0,-0.58,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
22,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1809,0,-0.56,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
23,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1859,0,-0.54,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
24,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1910,0,-0.52,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
25,15:59:09,0.07,-0.02,-0.06,0.33,0.00,1962,0,-0.50,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
26,15:59:09,0.07,-0.02,-0.06,0.33,0.00,2015,0,-0.48,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
